frame_index,total_objects,median_motion
119,57,0.3388744592666626
120,61,0.29890239238739014
121,45,0.29379814863204956
122,54,0.2445908784866333
123,58,0.30330345034599304
124,56,0.42863765358924866
125,58,0.26401886343955994
126,62,0.20868965983390808
127,59,0.1560889482498169
128,56,0.10181408375501633
129,56,0.012954453006386757
130,57,0.001558190444484353
131,55,0.002762592164799571
132,60,0.009116115048527718
133,60,0.03565286099910736
134,52,0.12510691583156586
135,69,0.27090689539909363
136,64,0.3056141138076782
137,49,0.15324795246124268
138,62,0.16330328583717346
139,52,0.34335362911224365
140,54,0.48313695192337036
141,59,0.5152692198753357
142,50,0.45173177123069763
143,72,0.4765506088733673
144,64,0.4755381941795349
145,69,0.386929988861084
146,71,0.27389317750930786
147,54,0.13610275089740753
148,69,0.18543317914009094
149,63,0.22878770530223846
150,67,0.23407423496246338
151,51,0.19911979138851166
152,64,0.16375339031219482
153,70,0.17880669236183167
154,65,0.24894960224628448
155,70,0.28024548292160034
156,66,0.34893345832824707
157,66,0.34641963243484497
158,62,0.41812044382095337
159,66,0.331501305103302
160,71,0.2950553894042969
161,58,0.2884136140346527
162,63,0.38124847412109375
163,65,0.36382681131362915
164,73,0.34712719917297363
165,76,0.29480212926864624
166,76,0.29835695028305054
167,62,0.2396346628665924
168,66,0.22791799902915955
169,61,0.20629452168941498
170,71,0.14410102367401123
171,61,0.12672396004199982
172,70,0.1122240200638771
173,69,0.0755276083946228
174,65,0.03801438957452774
175,65,0.0010902374051511288
176,65,-0.0008239387534558773
177,58,0.002598272170871496
178,79,0.008121633902192116
179,76,0.040455542504787445
180,77,0.041095416992902756
181,61,0.05940891057252884
182,70,0.065248504281044
183,68,0.0871453732252121
184,56,0.09295348823070526
185,66,0.10472780466079712
186,60,0.08591850101947784
187,71,0.060399122536182404
188,61,0.05433686077594757
189,72,0.07394450902938843
190,66,0.07569780945777893
191,62,0.06750532984733582
192,65,0.06948535144329071
193,69,0.09326168894767761
194,59,0.13877254724502563
195,73,0.14857324957847595
196,72,0.11284831166267395
197,67,0.07941561937332153
198,58,0.057614535093307495
199,65,0.00969187542796135
200,68,0.0037581361830234528
201,61,0.0005407294956967235
202,66,-0.0005036289803683758
203,63,-0.0026864917017519474
204,68,-0.0019451214466243982
205,63,-0.0013417033478617668
206,59,-0.0020189364440739155
207,68,-0.0030141929164528847
208,62,-0.002719239331781864
209,61,-0.002107765059918165
210,72,-0.0012489629443734884
211,61,-0.0064461552537977695
212,63,-0.008642079308629036
213,67,-0.005671310238540173
214,67,-0.005740867927670479
215,66,-0.004213780164718628
216,66,-0.0030904507730156183
217,68,-0.0004766881465911865
218,67,-0.0015878407284617424
219,81,-0.00015501564485020936
220,77,-0.000898210215382278
221,63,-5.156768747838214e-05
222,67,0.0036461418494582176
223,56,0.03656493127346039
224,73,0.06053444370627403
225,71,0.027905436232686043
226,74,0.016353916376829147
227,64,0.007808343973010778
228,69,0.02001015469431877
229,66,0.016229089349508286
230,64,0.004921639338135719
231,68,0.002069895388558507
232,59,-0.00011521083069965243
233,64,-0.00123748485930264
234,65,6.970058166189119e-05
235,72,0.00018499090219847858
236,69,-1.696444996923674e-05
237,70,-0.004102511331439018
238,58,-0.006093306466937065
239,72,-0.012247815728187561
240,80,-0.007361879572272301
241,79,-0.0110711008310318
242,68,-0.007508416660130024
243,70,-0.015181303955614567
244,82,-0.012766537256538868
245,71,-0.007406401913613081
246,67,-0.001381561392918229
247,87,-0.002030985662713647
248,58,0.00552736409008503
249,61,0.007298423908650875
250,86,0.024546049535274506
251,69,0.01630881242454052
252,69,0.039850931614637375
253,70,0.04811541363596916
254,64,0.06962040811777115
255,69,0.09069830179214478
256,66,0.097129687666893
257,81,0.09401453286409378
258,75,0.08005549013614655
259,82,0.11289471387863159
260,67,0.13738051056861877
261,64,0.2138020098209381
262,66,0.2609952390193939
263,85,0.35145965218544006
264,84,0.45841726660728455
265,78,0.5345794558525085
266,76,0.6066575050354004
267,61,0.6315808892250061
268,67,0.6815645694732666
269,64,0.7778600454330444
270,63,0.8726340532302856
271,66,0.9855144023895264
272,67,0.8503365516662598
273,70,0.41452986001968384
274,70,0.04929400607943535
275,66,-0.0035853274166584015
276,69,-0.03470161557197571
277,62,-0.053850188851356506
278,64,-0.03612615168094635
279,75,0.2212929129600525
280,80,0.846022367477417
281,67,1.0427329540252686
282,71,1.0743149518966675
283,75,1.0870803594589233
284,74,1.1029289960861206
285,70,0.991753101348877
286,67,0.8953101634979248
287,74,0.7848899364471436
288,73,0.7325012683868408
289,59,0.6039575934410095
290,65,0.5022146701812744
291,72,0.42181316018104553
292,77,0.3686662018299103
293,77,0.2989375591278076
294,76,0.23754280805587769
295,63,0.21132788062095642
296,67,0.21942050755023956
297,53,0.16718801856040955
298,69,0.16592323780059814
299,68,0.22849266231060028
300,91,0.3655698001384735
301,63,0.22688354551792145
302,63,0.00551255140453577
303,76,-0.010934451594948769
304,82,0.01010800339281559
305,78,0.1935112178325653
306,69,0.3851615786552429
307,80,0.39386186003685
308,79,0.353535532951355
309,77,0.3106016516685486
310,69,0.35417038202285767
311,77,0.37646275758743286
312,74,0.393315851688385
313,61,0.26724058389663696
314,80,0.13376756012439728
315,83,0.03949147090315819
316,74,0.03353302553296089
317,76,0.07818090915679932
318,75,0.16598449647426605
319,69,0.21066853404045105
320,70,0.18675647675991058
321,75,0.07157735526561737
322,82,0.015451274812221527
323,78,0.008913930505514145
324,72,0.03496105596423149
325,80,0.08924053609371185
326,66,0.1258147954940796
327,73,0.14768078923225403
328,73,0.12096023559570312
329,77,0.07254116982221603
330,78,0.011786986142396927
331,74,-0.03603597730398178
332,77,-0.09135197848081589
333,77,-0.08916546404361725
334,74,-0.023368123918771744
335,74,0.065736785531044
336,69,0.25198376178741455
337,84,0.3068333864212036
338,83,0.32765212655067444
339,94,-0.0002070538466796279
340,75,0.2561603784561157
341,66,0.07955808937549591
342,84,0.07179827988147736
343,78,0.055764563381671906
344,77,0.06176477670669556
345,75,0.06997950375080109
346,79,0.04156436026096344
347,70,-0.0069835796020925045
348,72,-0.04797787219285965
349,79,-0.0791843831539154
350,82,-0.07837668061256409
351,79,-0.03605317324399948
352,74,0.005586676299571991
353,64,0.09925475716590881
354,69,0.09735123813152313
355,78,0.11766945570707321
356,72,0.1802121251821518
357,86,0.1494617909193039
358,85,0.09007349610328674
359,81,0.021081939339637756
360,62,0.0077615114860236645
361,74,0.025176554918289185
362,77,0.16053611040115356
363,68,0.4213356673717499
364,82,0.5683621168136597
365,65,0.5704405307769775
366,67,0.5108678340911865
367,68,0.43931829929351807
368,69,0.48914945125579834
369,72,0.5326687097549438
370,67,0.5743882656097412
371,65,0.5855475664138794
372,67,0.5592197179794312
373,68,0.4483802914619446
374,68,0.25232547521591187
375,57,0.012891893275082111
376,71,0.0016989221330732107
377,68,0.0036910688504576683
378,57,0.037239015102386475
379,56,0.22510187327861786
380,57,0.4039776921272278
381,62,0.4412347972393036
382,62,0.4663907289505005
383,65,0.43919962644577026
384,57,0.420195609331131
385,62,0.11723247170448303
386,66,-0.008964210748672485
387,53,-0.03783055394887924
388,55,-0.03339220955967903
389,57,0.0019082512008026242
390,52,0.18181240558624268
391,56,0.3285268545150757
392,57,0.35455718636512756
393,54,0.2939807176589966
394,60,0.21738553047180176
395,56,0.07737987488508224
396,57,0.017571592703461647
397,62,0.0006555969594046474
398,59,-0.0002683958155103028
399,53,-0.0022184441331773996
400,57,0.004182511009275913
401,63,0.04472412168979645
402,50,0.10146684944629669
403,59,0.11996175348758698
404,43,0.09876453876495361
405,56,0.003839762881398201
406,57,-0.08536964654922485
407,54,-0.10257671028375626
408,52,-0.03963728994131088
409,52,-0.00023270360543392599
410,46,0.04161699488759041
411,59,0.09029729664325714
412,45,0.14451076090335846
413,50,0.206752747297287
414,57,0.27863162755966187
415,55,0.3463813066482544
416,52,0.34157222509384155
417,46,0.3073597550392151
418,43,0.3480514883995056
419,49,0.41147080063819885
420,53,0.385534405708313
421,47,0.2923299968242645
422,44,0.22919413447380066
423,40,0.18231865763664246
424,47,0.19280484318733215
425,43,0.20708711445331573
426,65,0.256672203540802
427,62,0.25000661611557007
428,51,0.20457550883293152
429,50,0.14354094862937927
430,41,0.10337463021278381
431,46,0.13480859994888306
432,47,0.1510935127735138
433,51,0.08634157478809357
434,60,0.007663498632609844
435,43,-0.00046753560309298337
436,41,-0.005497317761182785
437,53,-0.017065897583961487
438,43,-0.01310519129037857
439,49,-0.024091139435768127
440,57,-0.02341325208544731
441,56,-0.02799936942756176
442,52,-0.022040555253624916
443,50,-0.023773688822984695
444,49,-0.03671060502529144
445,62,-0.04267239570617676
446,44,-0.11857276409864426
447,61,-0.21360847353935242
448,54,-0.2736125588417053
449,50,-0.292410671710968
450,46,-0.2933414876461029
451,61,-0.270272433757782
452,56,-0.23351243138313293
453,49,-0.1718761920928955
454,59,-0.03629186749458313
455,50,0.0005754190497100353
456,60,0.005072982981801033
457,53,0.010335037484765053
458,61,0.002385334111750126
459,43,-0.002980174496769905
460,54,-0.05593922361731529
461,50,-0.00015955136041156948
462,63,-0.054705847054719925
463,47,-0.02470036968588829
464,72,-9.006630716612563e-05
465,56,0.0030081390868872404
466,64,0.0012188490945845842
467,52,-0.05822637677192688
468,59,-0.09271569550037384
469,48,-0.0031702357809990644
470,50,0.13346770405769348
471,50,0.21415889263153076
472,59,0.26748359203338623
473,55,0.30941081047058105
474,58,0.31220948696136475
475,54,0.23925888538360596
476,54,0.0009325064020231366
477,53,-0.05737476423382759
478,60,-0.015983955934643745
479,63,0.24740974605083466
480,64,0.46074119210243225
481,60,0.4935370683670044
482,68,0.5032868981361389
483,71,0.5195232629776001
484,63,0.47988298535346985
485,58,0.3809177875518799
486,60,0.3992006778717041
487,61,0.4804720878601074
488,60,0.49543285369873047
489,57,0.43967026472091675
490,61,0.3797674775123596
491,48,0.40130770206451416
492,50,0.36843928694725037
493,68,0.11585064232349396
494,60,-0.31758812069892883
495,66,-0.5208982825279236
496,52,-0.5187783241271973
497,59,-0.5160862803459167
498,59,-0.562439501285553
499,53,-0.6173856258392334
500,59,-0.647754430770874
501,56,-0.6065807938575745
502,50,-0.6067876815795898
503,58,-0.5480904579162598
504,72,-0.5899094343185425
505,55,-0.06821629405021667
506,55,0.04717252403497696
507,48,0.34848880767822266
508,60,0.4816778004169464
509,65,0.6024147272109985
510,65,0.63199782371521
511,83,0.8128210306167603
512,60,0.7502544522285461
513,80,0.3514389395713806
514,77,0.0015282747335731983
515,76,-0.25812214612960815
516,62,-0.3999568819999695
517,56,-0.45114922523498535
518,69,-0.3844064772129059
519,66,-0.35984688997268677
520,60,-0.34387147426605225
521,73,-0.3574480414390564
522,59,-0.3266223669052124
523,72,-0.3125505745410919
524,55,-0.2209053784608841
525,61,-0.13033828139305115
526,73,-0.023147910833358765
527,55,0.004174813628196716
528,61,0.024138420820236206
529,62,0.0019230407197028399
530,69,0.0005941877607256174
531,62,-0.012529660016298294
532,65,-0.010525353252887726
533,65,-0.0011225726921111345
534,70,0.006529000587761402
535,61,0.0008696216391399503
536,75,-0.0027362541295588017
537,74,-0.02460595592856407
538,82,-0.0004020832711830735
539,65,0.010123135522007942
540,70,0.03507684916257858
541,63,0.08987931907176971
542,77,0.1462598443031311
543,70,0.17864343523979187
544,73,0.18887768685817719
545,59,0.1556253731250763
546,71,0.10421445965766907
547,76,0.08721912652254105
548,70,0.11529523134231567
549,90,0.07966168224811554
550,82,0.07327121496200562
551,60,0.06436635553836823
552,89,0.00624287873506546
553,73,0.0053724427707493305
554,77,0.07999453693628311
555,75,0.24115043878555298
556,81,0.3115575313568115
557,83,0.217728853225708
558,84,0.006875194609165192
559,83,-0.01336740329861641
560,89,-0.01052596140652895
561,77,-0.021021902561187744
562,85,-0.06766624748706818
563,80,-0.10686059296131134
564,66,-0.07820496708154678
565,77,-0.003938719630241394
566,74,0.3607507348060608
567,84,0.9845411777496338
568,78,1.2111692428588867
569,67,1.345855712890625
570,74,1.1116442680358887
571,88,0.5443623065948486
572,82,0.21915625035762787
573,75,0.31894877552986145
574,94,0.7347700595855713
575,72,0.8109222650527954
576,73,0.7412591576576233
577,86,0.628401517868042
578,85,0.5092062950134277
579,73,0.5000199675559998
580,73,0.4342835545539856
581,83,0.3541986048221588
582,80,0.30503880977630615
583,80,-3.192467556800693e-05
584,78,0.26169365644454956
585,87,0.264603853225708
586,80,0.29648131132125854
587,75,0.17330551147460938
588,92,0.10715435445308685
589,89,0.03433452546596527
590,72,0.0024938653223216534
591,89,0.0012087620561942458
592,77,0.00013671122724190354
593,85,0.014989037066698074
594,80,0.03336380794644356
595,77,0.09210921823978424
596,81,0.1190042495727539
597,95,0.2369820773601532
598,90,0.36645567417144775
599,90,0.5331146717071533
600,91,0.6974048614501953
601,87,0.7111293077468872
602,100,0.5233513116836548
603,76,0.4242231249809265
604,90,0.41224145889282227
605,98,0.1910327970981598
606,93,0.0353182852268219
607,105,0.08587977290153503
608,91,0.1656624972820282
609,102,0.04356765374541283
610,102,0.0005805277032777667
611,95,-0.0011990787461400032
612,88,0.0026822055224329233
613,94,0.03780137002468109
614,98,0.023148059844970703
615,84,0.0008268788806162775
616,93,0.0007226378656923771
617,92,0.0027505094185471535
618,105,0.0038292580284178257
619,109,0.005083010531961918
620,88,0.0026531158946454525
621,91,1.3145504453859758e-05
622,95,-0.0012519850861281157
623,90,-0.052990347146987915
624,91,-0.03922208026051521
625,92,-0.0006249091820791364
626,106,0.00038038200000301003
627,83,-0.0003369805926922709
628,95,-0.0013265599263831973
629,86,-0.0011270749382674694
630,104,-0.0008627618080936372
631,113,0.000312338670482859
632,113,0.00597835797816515
633,102,0.0012772525660693645
634,109,0.0026030954904854298
635,109,0.05203131586313248
636,117,0.0535307452082634
637,96,0.0012236066395416856
638,91,0.00362101336941123
639,113,0.00627492368221283
640,103,0.05936429277062416
641,113,0.07126696407794952
642,107,0.022317714989185333
643,102,0.009477967396378517
644,105,0.018875133246183395
645,122,0.1017613410949707
646,109,0.21111808717250824
647,108,0.22911937534809113
648,107,0.0703931599855423
649,101,0.0032045398838818073
650,111,0.007501737214624882
651,114,0.18010684847831726
652,116,0.16668649017810822
653,90,0.16080008447170258
654,114,0.1433807611465454
655,116,0.003638892900198698
656,104,-0.001155433594249189
657,105,-0.0006494868430308998
658,126,1.1172200174769387e-05
659,109,-0.006839986890554428
660,101,-0.011887901462614536
661,103,-0.02044813707470894
662,116,-0.018551791086792946
663,105,-0.05840916559100151
664,94,-0.11456397920846939
665,100,-0.24397023022174835
666,112,-0.35845232009887695
667,103,-0.3068413734436035
668,107,-0.25808045268058777
669,92,-0.24583497643470764
670,102,-0.25472092628479004
671,110,-0.23366442322731018
672,112,-0.12405471503734589
673,85,-0.01751287654042244
674,99,-0.0005000992678105831
675,105,-0.0001843474165070802
676,122,-0.0020243474282324314
677,110,-0.03867851197719574
678,117,-0.11940430104732513
679,106,-0.033695872873067856
680,106,0.00469960318878293
681,108,0.31462234258651733
682,103,0.5366318821907043
683,95,0.4678996801376343
684,103,0.08184627443552017
685,98,0.0021153120324015617
686,95,0.0006717640208080411
687,100,0.000424615282099694
688,115,0.0002450851898174733
689,101,0.0002852625912055373
690,105,0.0003599516930989921
691,106,0.001409532967954874
692,105,0.0015192350838333368
693,94,0.00106251600664109
694,109,9.272913302993402e-05
695,78,-0.00010065197420772165
696,95,0.00042402598774060607
697,95,0.0015776664949953556
698,97,0.005376110319048166
699,91,0.002394226612523198
700,116,0.0015379004180431366
701,101,0.002309323288500309
702,114,0.04948408156633377
703,113,0.14532430469989777
704,121,0.13739848136901855
705,103,-3.022922101081349e-06
706,108,0.023932719603180885
707,121,0.0016013076528906822
708,105,0.0016256177332252264
709,105,0.004565506242215633
710,109,0.0007685745367780328
711,110,0.00012270035222172737
712,93,0.001836442039348185
713,119,0.0006381546845659614
714,109,0.0025369743816554546
715,104,0.0084178876131773
716,112,0.009805427864193916
717,108,0.010803041979670525
718,105,0.10210828483104706
719,109,0.28468751907348633
720,114,0.3163597881793976
721,103,0.23351074755191803
722,108,0.13085946440696716
723,105,0.22363588213920593
724,106,0.3116629123687744
725,122,0.31983333826065063
726,124,0.27495789527893066
727,121,0.19961178302764893
728,98,0.17522865533828735
729,113,0.12879592180252075
730,110,0.07215577363967896
731,126,0.12768606841564178
732,122,0.18941226601600647
733,97,0.25427114963531494
734,113,0.3655899167060852
735,114,0.4226468801498413
736,114,0.4201253354549408
737,112,0.3370473384857178
738,127,0.30156970024108887
739,97,0.2984427809715271
740,125,0.3160138726234436
741,103,0.3563937544822693
742,107,0.2438826560974121
743,121,0.09431936591863632
744,107,0.03447391092777252
745,107,0.01665368676185608
746,108,0.052645403891801834
747,113,0.05380823463201523
748,119,0.006065217312425375
749,112,0.0012826155871152878
750,117,0.0006795739755034447
751,104,0.001742758322507143
752,118,0.007516096346080303
753,116,0.00957857258617878
754,110,0.0027463380247354507
755,121,0.00010581844253465533
756,114,-0.000232819962548092
757,122,-0.00019055210577789694
758,114,-0.005685280077159405
759,117,-0.034469861537218094
760,113,-0.016460243612527847
761,135,-0.006237291730940342
762,130,-0.011626895517110825
763,130,-0.022312801331281662
764,129,-0.01328037865459919
765,120,-0.011555032804608345
766,119,-0.055507905781269073
767,97,-0.08365840464830399
768,110,-0.06920307129621506
769,118,-0.046548739075660706
770,112,-0.014510352164506912
771,111,-0.0030100205913186073
772,120,-0.0007455825689248741
773,109,-0.0005894869100302458
774,128,-0.0002946489257737994
775,123,0.00026250287191942334
776,100,0.0001193107309518382
777,119,-0.0007324531907215714
778,124,-0.0051290253177285194
779,119,-0.040546342730522156
780,139,-0.035380516201257706
781,134,-0.04547847807407379
782,137,-0.04121925309300423
783,121,-0.005046597681939602
784,122,-0.0020830321591347456
785,133,-0.0007283663144335151
786,116,-0.0010183698032051325
787,107,0.00015348254237324
788,118,0.0005316222086548805
789,129,0.000680985045619309
790,117,0.0025135010946542025
791,123,0.0023408178240060806
792,127,0.0013608529698103666
793,129,0.0019277394749224186
794,129,0.001473800279200077
795,118,0.0003280136443208903
796,123,0.0001644000585656613
797,122,-0.000391332374420017
798,132,-0.000691607128828764
799,125,-7.327882485697046e-05
800,128,0.0014708281960338354
801,117,1.0984870186803164e-06
802,140,-0.00184673722833395
803,132,-0.001590879401192069
804,124,-0.0009786996524780989
805,124,-0.0058324020355939865
806,120,-0.029178794473409653
807,126,-0.011879883706569672
808,143,-0.0012898165732622147
809,133,0.0026685423217713833
810,127,0.051307011395692825
811,148,0.05820923298597336
812,128,0.002515556290745735
813,129,7.184460264397785e-05
814,115,-0.00017756842134986073
815,128,-0.00017997762188315392
816,151,-8.53946949064266e-06
817,124,0.0014301345217972994
818,142,0.3261334002017975
819,156,0.4433479905128479
820,144,0.4143047034740448
821,151,0.3906152844429016
822,143,0.24540863931179047
823,161,0.07740089297294617
824,148,0.012534482404589653
825,146,0.0006792725180275738
826,163,-0.0004979076329618692
827,158,3.4971931199834216e-06
828,171,-0.000827146926894784
829,147,0.0005049936007708311
830,140,0.0029641655273735523
831,158,-0.001195298507809639
832,149,-0.04359736666083336
833,137,-0.07195890694856644
834,166,-0.06836068630218506
835,160,-0.06648822128772736
836,135,-0.04460567981004715
837,161,-0.03667478635907173
838,156,-0.028608275577425957
839,166,-0.032541170716285706
840,160,-0.012971026822924614
841,145,-0.0010698093101382256
842,144,-0.001008134102448821
843,165,-0.0010311013320460916
844,148,-0.003836595918983221
845,166,-0.0025723478756844997
846,145,-0.001669580116868019
847,143,-0.0035275809932500124
848,149,-0.002973452676087618
849,139,-0.0025656051002442837
850,130,-0.004923677071928978
851,134,-0.001698277541436255
852,138,-0.0007461013738065958
853,128,-0.0002316526515642181
854,124,-0.00019976698968093842
855,138,-0.00020351387502159923
856,135,7.099295180523768e-05
857,126,-9.557210432831198e-05
858,134,-9.813690667215269e-06
859,137,-3.094213752774522e-05
860,133,-0.00010277004912495613
861,137,0.00017522936104796827
862,142,0.00022254300711210817
863,145,7.408866076730192e-05
864,135,0.000363484607078135
865,145,0.00019075980526395142
866,141,0.0002487344900146127
867,121,0.0002774719032458961
868,128,0.00037808509659953415
869,122,0.0002544891322031617
870,134,0.00016678831889294088
871,135,0.00023534640786238015
872,147,3.8704991311533377e-05
873,140,0.0001508743443991989
874,131,3.84199847758282e-05
875,143,2.1263704184093513e-05
876,152,7.287387688847957e-07
877,142,-9.650641732150689e-05
878,170,-0.0001464295492041856
879,142,-0.00033119693398475647
880,142,-0.00039115746039897203
881,151,-0.0011474278289824724
882,133,-0.0009344885475002229
883,148,-0.0008205169579014182
884,133,-0.0010653872741386294
885,145,-0.0021850792691111565
886,152,-0.0029555540531873703
887,160,-0.0035439878702163696
888,139,-0.008004234172403812
889,132,-0.010043678805232048
890,152,-0.007942009717226028
891,153,-0.003907084930688143
892,143,-0.0026486762799322605
893,139,-0.0023614715319126844
894,131,-0.0030885350424796343
895,133,-0.0027470476925373077
896,144,-0.001502621453255415
897,120,-0.002638312755152583
898,151,-0.0045531513169407845
899,160,-0.0037330733612179756
900,141,-0.0037310062907636166
901,134,-0.003661172231659293
902,145,-0.0022869445383548737
903,128,-0.0014302341733127832
904,147,-0.0003424396854825318
905,150,8.00584239186719e-05
906,133,0.0009324440034106374
907,123,0.006027054041624069
908,134,0.0033660803455859423
909,138,0.001027176040224731
910,141,0.0007136607309803367
911,128,0.000510046724230051
912,119,0.000982801429927349
913,146,0.004236757755279541
914,134,0.006566960830241442
915,130,0.010421551764011383
916,123,0.008151285350322723
917,146,0.004582877270877361
918,142,0.007940281182527542
919,142,0.00211549224331975
920,118,0.0003998737083747983
921,141,-0.0006524580530822277
922,120,-0.001812827424146235
923,144,-0.003941299859434366
924,133,-0.007333243265748024
925,124,-0.010648488998413086
926,143,-0.009402806870639324
927,131,-0.025350823998451233
928,145,-0.02269722707569599
929,140,-0.004773939028382301
930,136,-0.004183989018201828
931,148,-0.005386964417994022
932,152,-0.0031472081318497658
933,157,-0.004762181080877781
934,140,-0.012417364865541458
935,145,-0.01296786405146122
936,138,-0.002849344629794359
937,135,-0.015563682653009892
938,140,-0.07035514712333679
939,130,-0.09975504875183105
940,143,-0.06359200179576874
941,136,-0.02454523742198944
942,129,-0.02264956384897232
943,167,-0.015154039487242699
944,139,-0.006256362423300743
945,133,-0.0016106583643704653
946,148,-0.0014097669627517462
947,157,-0.0014117845566943288
948,138,-0.0001596776128280908
949,137,7.77199056756217e-06
950,138,0.00013146805576980114
951,128,-0.00010410173854324967
952,137,0.0004860892368014902
953,148,0.002661106176674366
954,138,0.00833667442202568
955,137,0.02478804439306259
956,141,0.04124149680137634
957,148,0.08605115115642548
958,139,0.05999385565519333
959,136,0.03637252748012543
960,154,0.0692628026008606
961,146,0.10423670709133148
962,150,0.06077653169631958
963,155,0.08408169448375702
964,145,0.08862103521823883
965,142,0.03824774548411369
966,144,0.022631701081991196
967,144,0.0037790066562592983
968,136,0.0011817354243248701
969,143,0.00012346130097284913
970,132,-0.0001026626123348251
971,141,-0.000754059583414346
972,134,-0.0015437519177794456
973,150,-0.0014806310646235943
974,132,-0.0009380034171044827
975,139,-0.0003914823173545301
976,140,-0.000578524952288717
977,136,-0.0008878246881067753
978,127,-0.0010018148459494114
979,155,-0.0010346572380512953
980,142,-0.00076977105345577
981,132,-0.0005071645136922598
982,146,-0.0007056700997054577
983,146,-0.0006887407507747412
984,159,-0.0010188042651861906
985,137,-0.0007755482802167535
986,161,-0.0007811369141563773
987,133,-0.0002865725546143949
988,143,-0.0008190694497898221
989,145,-0.0010376141872256994
990,149,-0.0011851000599563122
991,145,-0.0006484608165919781
992,157,-0.0005045568104833364
993,148,0.007098933681845665
994,179,0.08694636821746826
995,176,0.1386120319366455
996,152,0.02256060764193535
997,153,0.000390398723538965
998,147,0.010047685354948044
999,154,0.10772620141506195
1000,141,0.1414353847503662
1001,172,0.10894810408353806
1002,154,0.12048004567623138
1003,171,0.07666456699371338
1004,159,0.06074704974889755
1005,177,0.05379717797040939
1006,176,0.028715621680021286
1007,170,0.044411800801754
1008,166,0.04287745803594589
1009,137,0.025513291358947754
1010,162,0.04295262694358826
1011,166,0.08893879503011703
1012,172,0.06860603392124176
1013,154,0.03412327915430069
1014,157,0.013037841767072678
1015,147,0.04328010603785515
1016,165,0.05389519780874252
1017,164,0.05362090468406677
1018,175,0.01984640397131443
1019,174,0.0023714075796306133
1020,164,0.0012298549991101027
1021,176,0.0006337763043120503
1022,183,0.0007857101154513657
1023,171,0.0008319600019603968
1024,176,2.6125144358957186e-05
