frame_index,total_objects,median_motion,rating,percentage_blue,percentage_green,percentage_brown
659,109,-0.0068399868905544,1,0.962950424382716,3.858024691358025e-06,0.0133458719135802
665,100,-0.2439702302217483,1,0.9629494598765432,1.1574074074074072e-05,0.0148697916666666
677,110,-0.0386785119771957,1,0.9629499421296296,9.645061728395062e-06,0.0196378279320987
711,110,0.0001227003522217,1,0.962824074074074,7.667824074074074e-05,0.0230873842592592
728,98,0.1752286553382873,1,0.9621233603395062,0.0002054398148148,0.0255087770061728
748,119,0.0060652173124253,1,0.9624339313271604,0.0004036458333333,0.0384876543209876
750,117,0.0006795739755034,1,0.9622699652777778,0.0005324074074074,0.0394155092592592
767,97,-0.0836584046483039,1,0.9620664544753088,0.0005743634259259,0.0547217399691358
802,140,-0.0018467372283339,1,0.9619425154320989,0.0006168016975308,0.0954036458333333
803,132,-0.001590879401192,1,0.9620780285493828,0.0005777391975308,0.0949614197530864
805,124,-0.0058324020355939,1,0.9620481288580248,0.0006211419753086,0.0989756944444444
807,126,-0.0118798837065696,1,0.9619685570987654,0.0006225887345679,0.103410011574074
818,142,0.3261334002017975,1,0.9620867091049384,0.000591724537037,0.0879253472222222
826,163,-0.0004979076329618,1,0.9620466820987654,0.0007566550925925,0.0716652199074074
831,158,-0.0011952985078096,1,0.9622786458333332,0.0006061921296296,0.0616440007716049
852,138,-0.0007461013738065,1,0.962706886574074,0.0002469135802469,0.0331780478395061
866,141,0.0002487344900146,1,0.9626658950617284,0.0001953125,0.0236366705246913
874,131,3.84199847758282e-05,1,0.9625704089506172,0.0001972415123456,0.0196614583333333
892,143,-0.0026486762799322,1,0.9625839120370372,0.0002652391975308,0.0134365354938271
900,141,-0.0037310062907636,1,0.9626003086419752,0.0002522183641975,0.0146961805555555
907,123,0.006027054041624,1,0.9623914930555556,0.0001750578703703,0.0136376350308641
910,141,0.0007136607309803,1,0.9620881558641976,0.0001953125,0.0147169174382716
920,118,0.0003998737083747,1,0.9619907407407408,0.0004571759259259,0.0239863040123456
926,143,-0.0094028068706393,1,0.9606476658950616,0.001592399691358,0.0338348765432098
931,148,-0.005386964417994,1,0.9602305169753086,0.0018479938271604,0.0391329089506172
932,152,-0.0031472081318497,1,0.959903549382716,0.0021137152777777,0.0409688464506172
933,157,-0.0047621810808777,1,0.9593735532407408,0.0022907021604938,0.0424170524691358
940,143,-0.0635920017957687,1,0.958191550925926,0.002881462191358,0.0490996334876543
947,157,-0.0014117845566943,1,0.957205825617284,0.003355999228395,0.0554923804012345
972,134,-0.0015437519177794,1,0.9550419560185184,0.0059683641975308,0.0514829282407407
974,132,-0.0009380034171044,1,0.9548220486111112,0.0059047067901234,0.0509760802469135
998,147,0.010047685354948,1,0.952989486882716,0.0081529706790123,0.0658135609567901
1008,166,0.0428774580359458,1,0.95077449845679,0.0101041666666666,0.0675395447530864
1010,162,0.0429526269435882,1,0.9508873456790125,0.0101663773148148,0.0682643711419753
1015,147,0.0432801060378551,1,0.9508000578703704,0.010435474537037,0.0759418402777777
1016,165,0.0538951978087425,1,0.9502184606481482,0.0108048804012345,0.0772680362654321
1043,167,0.1165427863597869,1,0.9523451967592592,0.0089732831790123,0.1065837191358024
1045,186,0.0247257091104984,1,0.9522752700617284,0.0086998456790123,0.1075376157407407
1050,184,0.0017950665205717,1,0.9516116898148148,0.0087461419753086,0.1124059606481481
1053,181,0.0443475283682346,1,0.953044463734568,0.007373649691358,0.1088782793209876
1059,168,0.0477354153990745,1,0.9549358603395062,0.0058309220679012,0.1089641203703703
1063,217,0.0004907733527943,1,0.956358024691358,0.0046928047839506,0.1055941358024691
1071,212,-2.587078051874414e-05,1,0.9582600308641976,0.0037065972222222,0.0990070408950617
1077,216,0.0122101185843348,1,0.9582209683641976,0.0037770061728395,0.0909529320987654
1094,190,0.7988262176513672,1,0.955868537808642,0.0050819830246913,0.0702541473765432
1099,188,0.0011394115863367,1,0.956733699845679,0.0042573302469135,0.0729735725308642
1104,201,-0.3187763094902038,1,0.9554316165123456,0.0052165316358024,0.0862567515432098
1105,221,-0.5967609882354736,1,0.9553742283950616,0.0051991705246913,0.0823476080246913
1111,196,0.7189491987228394,1,0.9553626543209875,0.004918499228395,0.0697458526234567
1117,176,0.0384355038404464,1,0.950999710648148,0.0089236111111111,0.0701683063271604
1127,215,0.7016283273696899,1,0.9385923032407408,0.0206037808641975,0.0691049382716049
1129,200,0.738871693611145,1,0.9360011574074074,0.022926311728395,0.0681819058641975
1168,213,0.1996701061725616,1,0.9400641396604938,0.0191927083333333,0.0400067515432098
1186,224,0.125433012843132,1,0.9477932098765433,0.0121011766975308,0.0426572145061728
1190,193,0.0265532676130533,1,0.9511284722222222,0.0091661844135802,0.0353954475308641
1195,191,-0.0994862020015716,1,0.9547410300925926,0.0057711226851851,0.0306119791666666
1208,185,0.1437074542045593,1,0.9569174382716048,0.004263599537037,0.0235667438271604
1214,155,0.3710610568523407,1,0.958527199074074,0.0032489390432098,0.0172284915123456
1219,133,0.3942774832248688,1,0.9596296296296296,0.0024594907407407,0.0138493441358024
1232,108,1.249464511871338,1,0.9618205054012344,0.0011424575617283,0.0043021797839506
1236,81,1.1416029930114746,1,0.9616975308641976,0.0012654320987654,0.0035011574074074
1248,78,0.6660274267196655,1,0.9629629629629628,0.0,8.391203703703703e-05
1254,44,0.0018678845372051,1,0.9629629629629628,0.0,9.645061728395062e-06
1258,57,0.0024534976109862,1,0.9629629629629628,0.0,1.3020833333333334e-05
1260,49,0.0021133660338819,1,0.9629629629629628,0.0,1.398533950617284e-05
1262,37,0.0045773088932037,1,0.9629629629629628,0.0,1.54320987654321e-05
1263,52,0.0035046334378421,0,0.9629629629629628,0.0,2.4594907407407408e-05
1289,42,0.0444232672452926,0,0.9629629629629628,0.0,0.0
1296,32,1.1085760593414309,0,0.9629629629629628,0.0,0.0
1312,35,0.6352759599685669,0,0.9629629629629628,0.0,0.0
1332,58,0.0007043621735647,0,0.9629629629629628,0.0,0.0
1370,73,-1.3397738933563232,0,0.9629629629629628,0.0,4.72608024691358e-05
1371,75,-1.3543226718902588,0,0.9629629629629628,0.0,6.462191358024691e-05
1373,78,-0.0978529378771781,0,0.9629629629629628,0.0,0.0001022376543209
1385,82,0.9760679006576538,0,0.9629629629629628,0.0,0.0
1403,110,0.724638044834137,0,0.9629629629629628,0.0,0.0001277970679012
1427,111,0.915286660194397,0,0.9629629629629628,0.0,0.0001157407407407
1431,111,-0.3206450343132019,0,0.9629629629629628,0.0,9.64506172839506e-05
1438,100,-0.0248819068074226,0,0.9629629629629628,0.0,0.0001904899691358
1452,98,1.1912939548492432,0,0.9629629629629628,0.0,9.403935185185184e-05
1517,160,2.300527572631836,0,0.9624257330246914,0.0005348186728395,0.0264631558641975
1518,183,2.377570629119873,0,0.9622844328703704,0.0006727430555555,0.0284182098765432
1540,158,2.0174331665039062,0,0.958464023919753,0.0027633101851851,0.0567558834876543
1546,127,2.032154321670532,0,0.9556235532407408,0.0063874421296296,0.0423900462962962
1554,142,0.2097154855728149,0,0.9540007716049382,0.007691936728395,0.0351109182098765
1557,147,1.3502311706542969,1,0.9526171875,0.0086940586419753,0.0391054205246913
1562,180,1.949427604675293,1,0.9536082175925926,0.0080488040123456,0.0316039737654321
1566,173,1.7965242862701416,1,0.953713348765432,0.009049961419753,0.0260194830246913
1573,173,1.659919500350952,1,0.9532084297839506,0.0097511574074074,0.0211318479938271
1577,149,2.213586807250977,1,0.952683738425926,0.010279224537037,0.0140494791666666
1578,144,2.1799893379211426,1,0.9523027584876544,0.0106597222222222,0.0151552854938271
1594,189,1.6085162162780762,1,0.9405386766975308,0.022412712191358,0.0274864969135802
1602,171,2.315821409225464,1,0.9219960455246914,0.040964023919753,0.0296609760802469
1605,166,2.442880153656006,1,0.9083969907407408,0.0537090084876543,0.0333690200617283
1636,246,0.7475222945213318,1,0.883701774691358,0.0760706018518518,0.0969521604938271
1657,189,0.1570441275835037,1,0.9027580054012344,0.055456211419753,0.1079783950617283
1658,185,0.322966456413269,1,0.901830150462963,0.0561482445987654,0.1110387731481481
1679,170,2.3068864345550537,1,0.9303911072530864,0.0303626543209876,0.1577338927469135
1686,204,0.6241435408592224,1,0.9415610532407408,0.0190798611111111,0.177980324074074
1693,184,0.8423447608947754,1,0.953653549382716,0.0076943479938271,0.1656356095679012
1694,193,0.7505707144737244,1,0.9552203896604938,0.006339699074074,0.1628824266975308
1696,202,0.6380441188812256,1,0.9549320023148148,0.006754436728395,0.1622405478395061
1707,165,1.3966368436813354,1,0.9587847222222222,0.0041685956790123,0.1543465470679012
1715,196,0.5746363401412964,1,0.9627059220679012,0.0002449845679012,0.176114486882716
1720,186,-0.2325106412172317,1,0.9626186342592592,0.0003404706790123,0.1832923418209876
1730,198,0.9744378924369812,1,0.9625892168209876,0.0003380594135802,0.1884399112654321
1735,219,0.5088223814964294,1,0.962319637345679,0.0006081211419753,0.1783863811728395
1736,232,0.3792299330234527,1,0.962298900462963,0.0006259645061728,0.174605999228395
1760,218,0.1232001930475235,1,0.9624672067901234,0.0004938271604938,0.1160165895061728
1764,200,0.8185826539993286,1,0.9622974537037036,0.0006630979938271,0.1109384645061728
1775,161,0.2858164310455322,1,0.9622950424382716,0.0006679205246913,0.0797309027777777
1779,178,-1.2405712604522705,1,0.96265625,0.0003067129629629,0.0773905285493827
1790,166,0.1205836981534957,1,0.9615393518518518,0.0014231288580246,0.1006867283950617
1795,208,0.4332681894302368,1,0.9615658757716048,0.0013946759259259,0.1021913580246913
1804,189,0.2169784307479858,1,0.9601065779320987,0.0028486689814814,0.1119429976851851
1807,209,-0.002808982040733,1,0.960231963734568,0.002725212191358,0.1124271797839506
1822,189,-0.1150420978665351,1,0.959795524691358,0.0031592399691358,0.1413213734567901
1824,202,0.136900782585144,1,0.9600747492283952,0.0028824266975308,0.1438334297839506
1833,196,-0.0576634109020233,1,0.9605179398148148,0.0024373070987654,0.1577912808641975
1840,206,0.1091968193650245,1,0.9603621720679012,0.002589699074074,0.157785011574074
1847,219,-0.391096830368042,1,0.9599662422839508,0.0029928626543209,0.1598244598765432
1874,221,-0.0695967450737953,1,0.9597164351851852,0.0032378472222222,0.1785985725308642
1875,214,-0.1185529977083206,1,0.9601403356481482,0.0028134645061728,0.1773297646604938
1877,219,-0.1093616038560867,1,0.9602903163580246,0.0026663773148148,0.176838348765432
1891,207,0.0121888574212789,1,0.960137924382716,0.0028202160493827,0.191261574074074
1893,205,0.0350475944578647,1,0.9605758101851852,0.0023808834876543,0.1927083333333333
1897,223,0.1405887305736541,1,0.960652488425926,0.0023066165123456,0.2065494791666666
1906,210,-0.0925951153039932,1,0.9612692901234569,0.0016753472222222,0.2344511959876543
1911,211,-0.0413392819464206,1,0.9616902970679012,0.0008588927469135,0.2442491319444444
1913,217,-0.0460141003131866,1,0.9617443094135802,0.000597511574074,0.2494082754629629
1919,222,0.1637157499790191,1,0.9610980902777778,0.0008627507716049,0.2669184027777778
1923,218,0.0251068416982889,1,0.9588450038580248,0.0010334683641975,0.280234375
1925,211,0.0467017590999603,1,0.958692611882716,0.0010894097222222,0.285014949845679
1928,223,-0.044916421175003,1,0.9569782021604938,0.0011675347222222,0.2947145061728395
1929,199,-0.0341304317116737,1,0.9578346836419752,0.0008902391975308,0.2945495756172839
1949,176,-0.3408287167549133,1,0.951019000771605,0.0005415702160493,0.2961665702160493
1976,180,0.0219647623598575,1,0.9228747106481482,0.0002382330246913,0.3341280864197531
1977,176,0.0224073305726051,1,0.9211689814814816,0.0001480516975308,0.3355131172839506
1981,134,-0.2337584197521209,1,0.9087307098765433,4.581404320987655e-05,0.3455960648148148
1990,148,-0.1248331218957901,1,0.8746802662037036,4.0027006172839503e-05,0.3618137538580246
2006,121,-0.0595155544579029,1,0.8585542052469136,0.0004272762345679,0.3522337962962963
2020,136,-0.0646844953298568,1,0.8608434606481481,0.0013064236111111,0.3246363811728395
2054,138,-0.0705483555793762,1,0.8099416473765432,0.0004615162037037,0.2669642168209876
2060,125,-0.0117343924939632,1,0.7872694830246914,0.0005873842592592,0.2537321566358024
2066,117,0.0278536938130855,1,0.7820780285493827,0.0006394675925925,0.2543171296296296
2085,133,0.5855293273925781,1,0.7602396797839506,0.0006804591049382,0.2543798225308642
2090,136,0.839622974395752,1,0.745420524691358,0.001171875,0.2536921296296296
2107,154,-0.0351089313626289,1,0.7196875,0.0031409143518518,0.2187861689814814
2109,117,-0.0336202420294284,1,0.7218195408950617,0.0032981288580246,0.220285011574074
2119,152,0.0104481671005487,1,0.7305179398148148,0.0040046296296296,0.2232648533950617
2132,139,0.1691658794879913,1,0.726502700617284,0.0019126157407407,0.2182161458333333
2155,120,0.4487185180187225,1,0.7598432677469136,0.0010932677469135,0.1971426504629629
2162,98,-0.2804256975650787,1,0.7895447530864198,0.0006978202160493,0.1837287808641975
2172,126,-0.1466152966022491,1,0.8107383294753087,0.0012789351851851,0.1472940779320987
2200,93,-0.1833433210849762,1,0.951695601851852,0.0007851080246913,0.0675048225308641
2207,100,-0.0056827166117727,1,0.9593214699074074,0.0003187692901234,0.0513368055555555
2211,104,8.838534995447844e-05,1,0.9595765817901236,0.0001572145061728,0.0468460648148148
2213,96,-0.0017275939462706,1,0.9590224729938271,0.0002213541666666,0.0450713734567901
2225,102,-0.0004156266804784,1,0.9600048225308642,0.0002821180555555,0.0313898533950617
2236,79,-0.0295337960124015,1,0.9629402970679012,2.26658950617284e-05,0.0097386188271604
2246,69,-0.0020235902629792,1,0.9629591049382716,3.858024691358025e-06,0.0008005401234567
2248,71,-0.0013141630915924,1,0.9629629629629628,0.0,0.0008058449074074
2277,70,0.2431053817272186,1,0.9626962770061728,0.0002666859567901,0.0
2285,68,0.1012913137674331,1,0.962731963734568,0.000230999228395,0.0
2288,62,0.0391392596065998,1,0.9629629629629628,0.0,0.0
2296,61,-0.1500100493431091,1,0.9629629629629628,0.0,7.233796296296296e-06
2297,69,-0.2064396440982818,1,0.9629629629629628,0.0,4.340277777777778e-06
2302,57,-0.0730022341012954,1,0.9629629629629628,0.0,6.751543209876544e-06
2304,55,-0.1003490835428237,1,0.9629629629629628,0.0,7.71604938271605e-06
2305,58,-0.0692526474595069,1,0.9629629629629628,0.0,7.71604938271605e-06
2323,57,0.2815260291099548,1,0.9629629629629628,0.0,3.375771604938272e-06
