frame_index,stabilize_dx,stabilize_dy,stabilize_da,outlier_factor
258,-10.992767,17.570831,0.02835784,1
259,-10.248037,22.066582,0.025965765,1
260,-8.653374,27.009098,0.023607854,1
261,-6.889104,34.655624,0.020703606,1
262,-3.572063,40.192623,0.016520174,1
263,-3.9201078,44.9889,0.011638164,1
264,1.2051907,52.01987,0.0053948476,1
265,14.122826,62.853016,0.0010582423,1
266,18.00893,67.64079,-0.0016130302,1
267,16.68988,69.7009,-0.0045036604,1
268,14.906071,68.751854,-0.0014759513,1
269,9.440218,64.83576,-6.542029e-05,1
270,10.636928,67.37557,-0.0025116294,1
271,7.073438,70.25281,-0.008360373,1
272,1.0904105,71.622345,-0.015084868,1
273,-2.6904473,75.10872,-0.023361515,1
274,-4.564768,84.450775,-0.0355068,1
275,-4.9416637,90.68136,-0.0473375,1
276,-10.50997,95.246796,-0.058841728,1
277,-12.471598,98.030815,-0.0679781,1
278,-12.969807,97.89041,-0.07351621,1
279,-14.43585,94.83326,-0.07527247,1
280,-17.476194,90.120674,-0.075463824,1
281,-19.124762,86.72038,-0.075911984,1
282,-19.611673,84.69492,-0.07678835,1
283,-23.096684,81.68377,-0.07782136,1
284,-27.874779,78.30103,-0.078680865,1
285,-28.729296,76.93693,-0.08030186,1
286,-31.563185,75.191444,-0.07980418,1
287,-33.637558,73.14213,-0.07761427,1
288,-33.36236,69.478134,-0.07355379,1
289,-33.80568,64.76169,-0.06796026,1
290,-35.796234,59.190914,-0.061141875,1
291,-35.168705,55.421684,-0.055098303,1
292,-35.276157,49.62819,-0.048178088,1
293,-34.753822,44.60053,-0.04055454,1
294,-29.177559,36.41208,-0.030285576,1
295,-26.675735,27.858322,-0.018959425,1
296,-22.471333,15.414308,-0.003432639,1
297,-19.222525,3.5949397,0.0121423025,1
298,-21.561136,-5.499147,0.024378926,1
299,-19.279232,-9.881802,0.03124336,1
300,-20.211195,-11.752656,0.033492,1
301,-21.548685,-11.658331,0.032456405,1
302,-21.521141,-10.758795,0.030186355,1
303,-19.592339,-10.527983,0.028225379,1
304,-17.827942,-12.078501,0.028245235,1
305,-15.893938,-12.832704,0.028003981,1
306,-15.324141,-12.903223,0.026860656,1
307,-14.3095665,-12.183226,0.024506029,1
308,-12.619796,-10.784216,0.021124892,1
309,-12.338663,-11.262049,0.019377049,1
310,-11.960529,-11.904715,0.017891208,1
311,-10.521586,-11.60523,0.015860036,1
312,-10.5047455,-11.018927,0.013676011,1
313,-10.990729,-8.95219,0.010228947,1
314,-11.887774,-7.866139,0.0070545273,1
315,-12.548532,-6.3434677,0.0037553757,1
316,-11.873085,-6.986006,0.0025587934,1
317,-11.28827,-7.750283,0.0023390087,1
318,-9.790493,-8.883012,0.0029121963,1
319,-9.049147,-9.302952,0.0032471735,1
320,-9.475146,-9.242737,0.003223757,1
321,-10.501533,-8.646161,0.0026178374,1
322,-9.739287,-8.9251585,0.002563199,1
323,-7.482641,-10.671718,0.0041088667,1
324,-4.2137966,-13.5800085,0.0073260264,1
325,-1.2429562,-17.394678,0.011850193,1
326,1.5472832,-20.338339,0.01621444,1
327,3.175375,-22.750418,0.020068713,1
328,4.6146894,-24.473267,0.022959732,1
329,4.848233,-24.65093,0.024444424,1
330,3.4390712,-22.669907,0.02326844,1
331,0.5392294,-17.892735,0.018803021,1
332,-1.1555376,-14.468932,0.014607861,1
333,1.0072145,-14.931107,0.013576361,1
334,5.5339518,-18.623108,0.017259466,1
335,11.886397,-25.234118,0.023848338,1
336,14.443754,-32.020065,0.031083532,1
337,14.839145,-35.894073,0.03616538,1
338,7.3703613,-37.700962,0.036883544,1
339,9.202091,-38.770184,0.039385304,1
340,9.286538,-38.720024,0.039946746,1
341,9.630816,-37.356148,0.03918193,1
342,10.952864,-35.89605,0.038030934,1
343,12.110586,-34.613613,0.037050754,1
344,13.878033,-33.42026,0.03637067,1
345,14.06321,-31.717045,0.035343885,1
346,12.837494,-29.208614,0.03336156,1
347,11.376867,-24.844944,0.02953907,1
348,9.744479,-18.859835,0.024597093,1
349,7.9283743,-12.697346,0.019430587,1
350,7.5349216,-6.9850106,0.01470568,1
351,8.677425,-2.0905256,0.011428475,1
352,10.990952,1.5688958,0.010034351,1
353,12.3494,5.1318398,0.009445287,1
354,9.592279,7.013595,0.008914401,1
355,6.287756,11.396765,0.006802853,1
356,3.2871556,15.718775,0.0030930936,1
357,0.96687174,21.252728,-0.0015277364,1
358,-1.0552468,27.206404,-0.0075426786,1
359,-3.421908,32.645363,-0.013585638,1
360,-6.013957,37.896473,-0.019815775,1
361,-3.4705548,41.3968,-0.024523634,1
362,-2.2668228,42.000805,-0.026115663,1
363,3.4002695,43.518356,-0.028486606,1
364,6.1320868,43.566303,-0.028977161,1
365,10.753007,44.529404,-0.03087408,1
366,13.155329,43.839653,-0.031348854,1
367,11.332419,41.951878,-0.03121085,1
368,14.124916,37.63396,-0.029005583,1
369,18.158615,35.467842,-0.028154455,1
370,22.706913,30.22971,-0.024419563,1
371,24.298565,23.50754,-0.01934854,1
372,23.252186,18.960016,-0.016189504,1
373,22.739298,15.813046,-0.013868798,1
374,21.005455,13.436491,-0.013458052,1
375,18.768284,15.823611,-0.01767356,1
376,18.529518,15.943897,-0.02025196,1
377,22.965614,11.643183,-0.018733112,1
378,24.032228,9.340227,-0.017655944,1
379,29.123653,5.701283,-0.014869051,1
380,32.94929,-0.11106515,-0.010046989,1
381,35.59209,-5.4024587,-0.005593857,1
382,35.329613,-8.407141,-0.002395044,1
383,32.421,-8.644918,-0.0017144171,1
384,27.635786,-8.246599,-0.0018509091,1
385,22.929712,-4.802273,-0.0053087464,1
386,21.183548,2.133624,-0.012576977,1
387,22.736746,8.110003,-0.019010428,1
388,24.05121,9.366822,-0.020587428,1
389,24.606853,6.788179,-0.017824305,1
390,26.130226,5.0857644,-0.015450926,1
391,28.672495,5.8486543,-0.0154773835,1
392,28.765783,1.0217323,-0.010360412,1
393,28.404484,-1.1727186,-0.008003083,1
394,28.019093,-3.5584517,-0.00536494,1
395,27.619678,-4.6596737,-0.004268571,1
396,27.615524,-2.2913382,-0.006302301,1
397,28.021336,-1.9366504,-0.0066870824,1
398,28.94177,-2.3768368,-0.0065914565,1
399,31.983839,-3.2282238,-0.0046713613,1
400,34.968884,-5.130385,-0.0007663993,1
401,36.08357,-8.306852,0.005612633,1
402,37.63688,-12.804797,0.014316444,1
403,38.179916,-15.266529,0.02126594,1
404,36.09059,-15.499202,0.024042951,1
405,37.378006,-10.873836,0.023019018,1
406,36.322433,-7.914889,0.021489304,1
407,36.484295,-5.170436,0.020047192,1
408,36.15681,-3.832144,0.020058956,1
409,36.35481,-2.727773,0.020401817,1
410,35.733105,-1.7589641,0.020650493,1
411,36.495213,-0.8766731,0.020831328,1
412,33.565353,-1.5302861,0.021459581,1
413,33.505997,-0.56702137,0.02107833,1
414,32.688847,-0.63365746,0.020637529,1
415,28.156101,-1.5935531,0.019879041,1
416,24.150717,-1.9586431,0.018250473,1
417,20.028965,-3.9189148,0.017089728,1
418,18.665607,-4.6342072,0.015477421,1
419,13.977087,-6.870341,0.014156944,1
420,12.436919,-6.8568397,0.011568995,1
421,8.577521,-9.273724,0.009496593,1
422,7.75872,-9.3111,0.006257115,1
423,4.7848916,-12.282942,0.0042349063,1
424,3.189082,-15.709349,0.0030283462,1
425,-0.4931808,-18.884586,0.0019055136,1
426,-2.6902962,-22.271103,0.0011051772,1
427,-4.5985703,-25.851116,0.000604796,1
428,-6.6773324,-28.068188,-0.0006420298,1
429,-9.011015,-31.031063,-0.0016155988,1
430,-9.854866,-32.9831,-0.0023260969,1
431,-11.280034,-35.687878,-0.0024188187,1
432,-12.734243,-38.015728,-0.00281286,1
433,-14.204042,-40.817516,-0.0038386553,1
434,-15.585575,-39.618675,-0.007309174,1
435,-16.45642,-36.51116,-0.01218644,1
436,-15.541655,-33.130684,-0.01719751,1
437,-15.978961,-29.992311,-0.021138841,1
438,-15.048061,-27.171373,-0.024463398,1
439,-15.143707,-24.666824,-0.026944632,1
440,-13.517714,-21.8931,-0.028694596,1
441,-13.653633,-19.781824,-0.030229809,1
442,-13.090331,-17.183798,-0.031789985,1
443,-13.354647,-14.704995,-0.032495797,1
444,-12.146707,-10.750141,-0.03384401,1
445,-12.251595,-7.1589756,-0.035978146,1
446,-9.511362,-0.8397083,-0.03935675,1
447,-10.531813,5.753145,-0.04281493,1
448,-10.907688,11.172098,-0.044750124,1
449,-9.220851,16.31477,-0.047439467,1
450,-7.61117,20.791687,-0.048905462,1
451,-6.0610642,26.333624,-0.048772607,1
452,-2.153781,32.726173,-0.050219577,1
453,-0.82829666,34.174667,-0.04789094,1
454,-0.13885975,33.694412,-0.0433139,1
455,1.5158434,30.929527,-0.037299402,1
456,0.65202,29.40004,-0.032166045,1
457,0.0029947758,29.205189,-0.02932685,1
458,-2.1638465,30.384804,-0.028229706,1
459,-5.146093,32.521645,-0.028573368,1
460,-9.455588,32.02863,-0.030136855,1
461,-10.662331,36.17924,-0.0325913,1
462,-13.278243,40.456524,-0.035466857,1
463,-15.062,43.33192,-0.037502646,1
464,-16.77061,46.16662,-0.03938991,1
465,-21.111004,49.76917,-0.04257182,1
466,-23.6521,56.301147,-0.048977118,1
467,-28.670664,63.901226,-0.056697875,1
468,-32.123688,69.0282,-0.06268492,1
469,-37.010532,71.689285,-0.06591994,1
470,-41.756763,72.18036,-0.06684062,1
471,-48.436928,70.70199,-0.066246524,1
472,-52.216732,70.53348,-0.066018544,1
473,-58.56851,69.715034,-0.06609101,1
474,-67.18465,71.0025,-0.06878346,1
475,-73.865234,75.81155,-0.07506488,1
476,-79.60365,81.28357,-0.08317147,1
477,-80.40807,84.62039,-0.08923906,1
478,-82.76428,83.12939,-0.090202145,1
479,-84.15891,75.40553,-0.08528139,1
480,-85.00776,63.453266,-0.07540664,1
481,-87.7384,48.128258,-0.061646976,1
482,-87.811295,33.562027,-0.048138913,1
483,-89.78909,18.735535,-0.035006374,1
484,-89.680275,5.3979197,-0.02299114,1
485,-91.65751,-8.498371,-0.0101645235,1
486,-81.40455,-26.843597,0.007059058,1
487,-62.22405,-48.942818,0.028783977,1
488,-62.013992,-69.55357,0.051051825,1
489,-49.16139,-91.27806,0.07512468,1
490,-39.820774,-108.28198,0.09486528,1
491,-33.68082,-120.63873,0.11060896,1
492,-34.445793,-123.91753,0.11642801,1
493,-36.72966,-120.89184,0.11596116,1
494,-40.1956,-112.37117,0.10886787,1
495,-45.233788,-94.261314,0.09253451,1
496,-55.257774,-72.60196,0.07108857,1
497,-56.217075,-51.985344,0.05164156,1
498,-57.074467,-30.98016,0.03145321,1
499,-58.242805,-12.171729,0.013749042,1
500,-52.848255,1.1689854,0.0026569786,1
501,-49.22597,11.967642,-0.006479719,1
502,-40.61447,17.861238,-0.010360988,1
503,-31.280453,19.000238,-0.009125316,1
504,-23.841288,14.187866,-0.0018649977,1
505,-16.715237,3.9162312,0.0111775715,1
506,-12.2397,-11.605431,0.030534102,1
507,1.1943464,-37.687096,0.059251893,1
508,7.964552,-63.066994,0.08795931,1
509,15.067934,-86.84463,0.1139587,1
510,12.00115,-104.112495,0.13355823,1
511,19.097553,-120.02786,0.1503818,1
512,18.645325,-126.7192,0.15696199,1
513,17.16709,-126.74802,0.15569174,1
514,15.418327,-119.60701,0.14713398,1
515,13.906204,-108.11812,0.13362254,1
516,9.470525,-93.8718,0.11738675,1
517,4.564166,-78.5352,0.10049242,1
518,1.3088593,-66.3397,0.08588561,1
519,-1.7504725,-52.6674,0.0706243,1
520,-3.745593,-40.152313,0.056060284,1
521,-4.1079063,-28.175032,0.04225798,1
522,-4.3460927,-16.773916,0.028867677,1
523,-3.0961885,-8.835225,0.01882589,1
524,-0.046891212,-4.8300714,0.011457425,1
525,3.2445536,-2.1691291,0.006699348,1
526,6.063985,-1.6003792,0.004307605,1
527,8.164851,-0.6280997,0.0019153624,1
528,8.474443,1.3913264,-0.0012467396,1
529,10.516175,5.059097,-0.0053701014,1
530,10.930002,9.455978,-0.0103881,1
531,11.625726,14.226576,-0.015868088,1
532,11.958132,18.847546,-0.021001853,1
533,12.453415,22.657845,-0.025291145,1
534,11.904437,26.953354,-0.029758759,1
535,11.566261,31.038372,-0.03422998,1
536,12.783232,35.19172,-0.038925108,1
537,14.31068,38.922565,-0.04220986,1
538,16.821037,40.640594,-0.04319337,1
539,19.605373,41.486706,-0.041658323,1
540,21.41696,39.791542,-0.037573177,1
541,20.588095,37.298813,-0.031768173,1
542,16.873735,34.71434,-0.02533659,1
543,15.267515,31.424149,-0.018455343,1
544,15.382846,29.267267,-0.012234971,1
545,10.546696,30.310211,-0.00789512,1
546,10.941732,27.148388,-0.002141865,1
547,12.775537,25.981888,0.003089923,1
548,14.340857,24.853546,0.007686441,1
549,16.722853,24.437294,0.010860875,1
550,19.905804,25.270544,0.012001929,1
551,22.868973,25.615826,0.012176948,1
552,25.801748,25.608852,0.012112381,1
553,29.482836,25.29254,0.012475459,1
554,32.059162,24.564686,0.01409754,1
555,32.877857,23.996777,0.015834546,1
556,34.237415,24.731615,0.01610792,1
557,35.048393,26.530216,0.014663072,1
558,36.816425,28.606049,0.012271602,1
559,38.260715,31.026287,0.009158034,1
560,39.702717,33.6702,0.0055879196,1
561,0.0,0.0,0.0,-1
562,0.0,0.0,0.0,-1
563,0.0,0.0,0.0,-1
564,49.37654,50.779987,-0.020943306,1
565,50.329918,47.308792,-0.020555234,1
566,50.364655,39.34877,-0.016695675,1
567,49.328068,29.289518,-0.01116211,1
568,48.215427,19.107864,-0.005689907,1
569,45.99316,11.631706,-0.0033356722,1
570,42.23768,7.8777537,-0.0048661972,1
571,39.81384,6.30647,-0.008420874,1
572,37.377773,6.074368,-0.011965666,1
573,35.535896,3.2507348,-0.012356135,1
574,32.53522,-0.7177119,-0.01047669,1
575,32.648,-3.6525831,-0.00768435,1
576,30.361046,-7.432192,-0.0036642966,1
577,29.534393,-11.170391,0.0014841799,1
578,31.4585,-14.201263,0.007424441,1
579,28.162561,-18.738688,0.01465428,1
580,25.29773,-20.498812,0.019989885,1
581,23.666784,-20.717167,0.023241302,1
582,19.463104,-22.218819,0.024026081,1
583,18.636019,-21.309462,0.025885422,1
584,18.12706,-18.96188,0.026351402,1
585,15.248314,-15.540513,0.025100565,1
586,12.580958,-11.432081,0.02173821,1
587,8.927437,-7.7896657,0.017606217,1
588,5.0063167,-3.122066,0.012115057,1
589,1.7870198,1.5877676,0.0055963728,1
590,-0.83224475,6.445326,-0.0010942528,1
591,-2.7886531,9.570008,-0.007356692,1
592,-4.571529,10.742081,-0.012251392,1
593,-6.374009,10.787821,-0.015849903,1
594,-7.8812923,10.365845,-0.019042727,1
595,-8.9596405,10.093744,-0.021712445,1
596,-9.659899,9.506349,-0.023718283,1
597,-10.937871,8.1948185,-0.024797302,1
598,-10.755241,6.5796957,-0.025208132,1
599,-12.22322,3.5577245,-0.024416598,1
600,-12.25978,3.0319002,-0.024606654,1
601,-14.581957,0.86556035,-0.024680391,1
602,-15.065823,0.3322279,-0.025388734,1
603,-15.646871,-1.209095,-0.025967283,1
604,-16.01575,-3.41939,-0.0262802,1
605,-16.23381,-3.488821,-0.0275946,1
606,-15.486713,-4.0103345,-0.028078405,1
607,-15.083892,-5.324001,-0.027663933,1
608,-14.836992,-6.189897,-0.027723936,1
609,-14.620029,-5.8606606,-0.028966814,1
610,-13.048867,-5.1870713,-0.030335015,1
611,-10.7601,-5.5069013,-0.029965617,1
612,-10.100083,-7.5343714,-0.02822603,1
613,-8.527184,-10.298801,-0.026258687,1
614,-6.8442745,-12.787067,-0.024580633,1
615,-4.444047,-16.037502,-0.022165665,1
616,-1.3354459,-18.931993,-0.0193967,1
617,0.6421552,-22.360653,-0.015779078,1
618,3.026164,-24.320421,-0.012331815,1
619,5.280542,-26.403835,-0.0092871785,1
620,7.052845,-27.620565,-0.006803343,1
621,8.22887,-27.719536,-0.0050659575,1
622,8.908486,-26.357826,-0.0049148337,1
623,10.160689,-25.877138,-0.0044098697,1
624,10.559443,-26.52687,-0.0027713191,1
625,11.20278,-25.70903,-0.0018592421,1
626,10.663171,-24.574358,-0.0012452789,1
627,10.149485,-22.706806,-0.001168122,1
628,9.739623,-20.916992,-0.0009922185,1
629,9.563396,-19.57041,-0.00025767717,1
630,9.507735,-18.98577,0.0010564157,1
631,9.420356,-19.612757,0.0028912113,1
632,9.321938,-20.057173,0.004592928,1
633,9.707216,-19.550272,0.006093324,1
634,10.356757,-19.60422,0.0077950773,1
635,10.785097,-18.671947,0.0089025395,1
636,10.822595,-19.293291,0.009586964,1
637,10.701413,-19.385427,0.009875812,1
638,10.570563,-19.868063,0.009948682,1
