color,percentage,frame
red,0.0,428
white,0.0,428
yellow,0.0,428
black,0.0,429
blue,0.9629629629629629,429
brown,0.009738618827160494,429
green,0.0,429
orange,0.0,429
purple,0.0,429
red,0.0,429
white,0.0,429
yellow,0.0,429
black,0.0,430
blue,0.9629629629629629,430
brown,0.00953173225308642,430
green,0.0,430
orange,0.0,430
purple,0.0,430
red,0.0,430
white,0.0,430
yellow,0.0,430
black,0.0,431
blue,0.9629629629629629,431
brown,0.009416956018518519,431
green,0.0,431
orange,0.0,431
purple,0.0,431
red,0.0,431
white,0.0,431
yellow,0.0,431
black,0.0,432
blue,0.9629629629629629,432
brown,0.009226948302469135,432
green,0.0,432
orange,0.0,432
purple,0.0,432
red,0.0,432
white,0.0,432
yellow,0.0,432
black,0.0,433
blue,0.9629629629629629,433
brown,0.009089506172839506,433
green,0.0,433
orange,0.0,433
purple,0.0,433
red,0.0,433
white,0.0,433
yellow,0.0,433
black,0.0,434
blue,0.9629629629629629,434
brown,0.008753858024691358,434
green,0.0,434
orange,0.0,434
purple,0.0,434
red,0.0,434
white,0.0,434
yellow,0.0,434
black,0.0,435
blue,0.9629629629629629,435
brown,0.008395543981481481,435
green,0.0,435
orange,0.0,435
purple,0.0,435
red,0.0,435
white,0.0,435
yellow,0.0,435
black,0.0,436
blue,0.9629629629629629,436
brown,0.008013599537037038,436
green,0.0,436
orange,0.0,436
purple,0.0,436
red,0.0,436
white,0.0,436
yellow,0.0,436
black,0.0,437
blue,0.9629629629629629,437
brown,0.007926311728395061,437
green,0.0,437
orange,0.0,437
purple,0.0,437
red,0.0,437
white,0.0,437
yellow,0.0,437
black,0.0,438
blue,0.9629629629629629,438
brown,0.007704475308641975,438
green,0.0,438
orange,0.0,438
purple,0.0,438
red,0.0,438
white,0.0,438
yellow,0.0,438
black,0.0,439
blue,0.9629629629629629,439
brown,0.007726658950617284,439
green,0.0,439
orange,0.0,439
purple,0.0,439
red,0.0,439
white,0.0,439
yellow,0.0,439
black,0.0,440
blue,0.9629629629629629,440
brown,0.0075718557098765436,440
green,0.0,440
orange,0.0,440
purple,0.0,440
red,0.0,440
white,0.0,440
yellow,0.0,440
black,0.0,441
blue,0.9629629629629629,441
brown,0.00742139274691358,441
green,0.0,441
orange,0.0,441
purple,0.0,441
red,0.0,441
white,0.0,441
yellow,0.0,441
black,0.0,442
blue,0.9629629629629629,442
brown,0.0070621141975308645,442
green,0.0,442
orange,0.0,442
purple,0.0,442
red,0.0,442
white,0.0,442
yellow,0.0,442
black,0.0,443
blue,0.9629629629629629,443
brown,0.0069584297839506174,443
green,0.0,443
orange,0.0,443
purple,0.0,443
red,0.0,443
white,0.0,443
yellow,0.0,443
black,0.0,444
blue,0.9629629629629629,444
brown,0.006846547067901235,444
green,0.0,444
orange,0.0,444
purple,0.0,444
red,0.0,444
white,0.0,444
yellow,0.0,444
black,0.0,445
blue,0.9629629629629629,445
brown,0.006525366512345679,445
green,0.0,445
orange,0.0,445
purple,0.0,445
red,0.0,445
white,0.0,445
yellow,0.0,445
black,0.0,446
blue,0.9629629629629629,446
brown,0.006382619598765432,446
green,0.0,446
orange,0.0,446
purple,0.0,446
red,0.0,446
white,0.0,446
yellow,0.0,446
black,0.0,447
blue,0.9629629629629629,447
brown,0.0059307484567901235,447
green,0.0,447
orange,0.0,447
purple,0.0,447
red,0.0,447
white,0.0,447
yellow,0.0,447
black,0.0,448
blue,0.9629629629629629,448
brown,0.0058892746913580245,448
green,0.0,448
orange,0.0,448
purple,0.0,448
red,0.0,448
white,0.0,448
yellow,0.0,448
black,0.0,449
blue,0.9629629629629629,449
brown,0.005844907407407407,449
green,0.0,449
orange,0.0,449
purple,0.0,449
red,0.0,449
white,0.0,449
yellow,0.0,449
black,0.0,450
blue,0.9629629629629629,450
brown,0.005685763888888889,450
green,0.0,450
orange,0.0,450
purple,0.0,450
red,0.0,450
white,0.0,450
yellow,0.0,450
black,0.0,451
blue,0.9629629629629629,451
brown,0.005591724537037037,451
green,0.0,451
orange,0.0,451
purple,0.0,451
red,0.0,451
white,0.0,451
yellow,0.0,451
black,0.0,452
blue,0.9629629629629629,452
brown,0.005512152777777778,452
green,0.0,452
orange,0.0,452
purple,0.0,452
red,0.0,452
white,0.0,452
yellow,0.0,452
black,0.0,453
blue,0.9629629629629629,453
brown,0.005283082561728395,453
green,0.0,453
orange,0.0,453
purple,0.0,453
red,0.0,453
white,0.0,453
yellow,0.0,453
black,0.0,454
blue,0.9629629629629629,454
brown,0.005193865740740741,454
green,0.0,454
orange,0.0,454
purple,0.0,454
red,0.0,454
white,0.0,454
yellow,0.0,454
black,0.0,455
blue,0.9629629629629629,455
brown,0.00503809799382716,455
green,0.0,455
orange,0.0,455
purple,0.0,455
red,0.0,455
white,0.0,455
yellow,0.0,455
black,0.0,456
blue,0.9629629629629629,456
brown,0.004920428240740741,456
green,0.0,456
orange,0.0,456
purple,0.0,456
red,0.0,456
white,0.0,456
yellow,0.0,456
black,0.0,457
blue,0.9629629629629629,457
brown,0.004778163580246913,457
green,0.0,457
orange,0.0,457
purple,0.0,457
red,0.0,457
white,0.0,457
yellow,0.0,457
black,0.0,458
blue,0.9629629629629629,458
brown,0.004776716820987654,458
green,0.0,458
orange,0.0,458
purple,0.0,458
red,0.0,458
white,0.0,458
yellow,0.0,458
black,0.0,459
blue,0.9629629629629629,459
brown,0.004772858796296296,459
green,0.0,459
orange,0.0,459
purple,0.0,459
red,0.0,459
white,0.0,459
yellow,0.0,459
black,0.0,460
blue,0.9629629629629629,460
brown,0.004839891975308642,460
green,0.0,460
orange,0.0,460
purple,0.0,460
red,0.0,460
white,0.0,460
yellow,0.0,460
black,0.0,461
blue,0.9629629629629629,461
brown,0.004841338734567901,461
green,0.0,461
orange,0.0,461
purple,0.0,461
red,0.0,461
white,0.0,461
yellow,0.0,461
black,0.0,462
blue,0.9629629629629629,462
brown,0.004884741512345679,462
green,0.0,462
orange,0.0,462
purple,0.0,462
red,0.0,462
white,0.0,462
yellow,0.0,462
black,0.0,463
blue,0.9629629629629629,463
brown,0.004815297067901235,463
green,0.0,463
orange,0.0,463
purple,0.0,463
red,0.0,463
white,0.0,463
yellow,0.0,463
black,0.0,464
blue,0.9629629629629629,464
brown,0.004885706018518518,464
green,0.0,464
orange,0.0,464
purple,0.0,464
red,0.0,464
white,0.0,464
yellow,0.0,464
black,0.0,465
blue,0.9629629629629629,465
brown,0.004926215277777778,465
green,0.0,465
orange,0.0,465
purple,0.0,465
red,0.0,465
white,0.0,465
yellow,0.0,465
black,0.0,466
blue,0.9629619984567901,466
brown,0.005005787037037037,466
green,0.0,466
orange,0.0,466
purple,0.0,466
red,0.0,466
white,0.0,466
yellow,0.0,466
black,0.0,467
blue,0.9629629629629629,467
brown,0.004816261574074074,467
green,0.0,467
orange,0.0,467
purple,0.0,467
red,0.0,467
white,0.0,467
yellow,0.0,467
black,0.0,468
blue,0.9629629629629629,468
brown,0.0048066165123456794,468
green,0.0,468
orange,0.0,468
purple,0.0,468
red,0.0,468
white,0.0,468
yellow,0.0,468
black,0.0,469
blue,0.9629629629629629,469
brown,0.004701003086419753,469
green,0.0,469
orange,0.0,469
purple,0.0,469
red,0.0,469
white,0.0,469
yellow,0.0,469
black,0.0,470
blue,0.9629629629629629,470
brown,0.004830246913580247,470
green,0.0,470
orange,0.0,470
purple,0.0,470
red,0.0,470
white,0.0,470
yellow,0.0,470
black,0.0,471
blue,0.9629629629629629,471
brown,0.004850983796296296,471
green,0.0,471
orange,0.0,471
purple,0.0,471
red,0.0,471
white,0.0,471
yellow,0.0,471
black,0.0,472
blue,0.9629629629629629,472
brown,0.0049151234567901235,472
green,0.0,472
orange,0.0,472
purple,0.0,472
red,0.0,472
white,0.0,472
yellow,0.0,472
black,0.0,473
blue,0.9629629629629629,473
brown,0.0048297646604938274,473
green,0.0,473
orange,0.0,473
purple,0.0,473
red,0.0,473
white,0.0,473
yellow,0.0,473
black,0.0,474
blue,0.9629629629629629,474
brown,0.004955632716049383,474
green,0.0,474
orange,0.0,474
purple,0.0,474
red,0.0,474
white,0.0,474
yellow,0.0,474
black,0.0,475
blue,0.9629629629629629,475
brown,0.004976851851851852,475
green,0.0,475
orange,0.0,475
purple,0.0,475
red,0.0,475
white,0.0,475
yellow,0.0,475
black,0.0,476
blue,0.9629629629629629,476
brown,0.0050993441358024695,476
green,0.0,476
orange,0.0,476
purple,0.0,476
red,0.0,476
white,0.0,476
yellow,0.0,476
black,0.0,477
blue,0.9629629629629629,477
brown,0.005061728395061729,477
green,0.0,477
orange,0.0,477
purple,0.0,477
red,0.0,477
white,0.0,477
yellow,0.0,477
black,0.0,478
blue,0.9629629629629629,478
brown,0.005184702932098766,478
green,0.0,478
orange,0.0,478
purple,0.0,478
red,0.0,478
white,0.0,478
yellow,0.0,478
black,0.0,479
blue,0.9629629629629629,479
brown,0.005223765432098766,479
green,0.0,479
orange,0.0,479
purple,0.0,479
red,0.0,479
white,0.0,479
yellow,0.0,479
black,0.0,480
blue,0.9629629629629629,480
brown,0.005204957561728395,480
green,0.0,480
orange,0.0,480
purple,0.0,480
red,0.0,480
white,0.0,480
yellow,0.0,480
black,0.0,481
blue,0.9629629629629629,481
brown,0.005001929012345679,481
green,0.0,481
orange,0.0,481
purple,0.0,481
red,0.0,481
white,0.0,481
yellow,0.0,481
black,0.0,482
blue,0.9629629629629629,482
brown,0.004988908179012346,482
green,0.0,482
orange,0.0,482
purple,0.0,482
red,0.0,482
white,0.0,482
yellow,0.0,482
black,0.0,483
blue,0.9629629629629629,483
brown,0.005059799382716049,483
green,0.0,483
orange,0.0,483
purple,0.0,483
red,0.0,483
white,0.0,483
yellow,0.0,483
black,0.0,484
blue,0.9629629629629629,484
brown,0.005517939814814815,484
green,0.0,484
orange,0.0,484
purple,0.0,484
red,0.0,484
white,0.0,484
yellow,0.0,484
black,0.0,485
blue,0.9629629629629629,485
brown,0.0056283757716049385,485
green,0.0,485
orange,0.0,485
purple,0.0,485
red,0.0,485
white,0.0,485
yellow,0.0,485
black,0.0,486
blue,0.9629629629629629,486
brown,0.005873842592592593,486
green,0.0,486
orange,0.0,486
purple,0.0,486
red,0.0,486
white,0.0,486
yellow,0.0,486
black,0.0,487
blue,0.9629629629629629,487
brown,0.0055859375,487
green,0.0,487
orange,0.0,487
purple,0.0,487
red,0.0,487
white,0.0,487
yellow,0.0,487
black,0.0,488
blue,0.9629629629629629,488
brown,0.005701678240740741,488
green,0.0,488
orange,0.0,488
purple,0.0,488
red,0.0,488
white,0.0,488
yellow,0.0,488
black,0.0,489
blue,0.9629629629629629,489
brown,0.005611014660493827,489
green,0.0,489
orange,0.0,489
purple,0.0,489
red,0.0,489
white,0.0,489
yellow,0.0,489
black,0.0,490
blue,0.9629629629629629,490
brown,0.005752797067901235,490
green,0.0,490
orange,0.0,490
purple,0.0,490
red,0.0,490
white,0.0,490
yellow,0.0,490
black,0.0,491
blue,0.9629629629629629,491
brown,0.005565200617283951,491
green,0.0,491
orange,0.0,491
purple,0.0,491
red,0.0,491
white,0.0,491
yellow,0.0,491
black,0.0,492
blue,0.9629629629629629,492
brown,0.006008873456790124,492
green,0.0,492
orange,0.0,492
purple,0.0,492
red,0.0,492
white,0.0,492
yellow,0.0,492
black,0.0,493
blue,0.9629629629629629,493
brown,0.006169945987654321,493
green,0.0,493
orange,0.0,493
purple,0.0,493
red,0.0,493
white,0.0,493
yellow,0.0,493
black,0.0,494
blue,0.9629629629629629,494
brown,0.006494502314814815,494
green,0.0,494
orange,0.0,494
purple,0.0,494
red,0.0,494
white,0.0,494
yellow,0.0,494
black,0.0,495
blue,0.9629629629629629,495
brown,0.006151620370370371,495
green,0.0,495
orange,0.0,495
purple,0.0,495
red,0.0,495
white,0.0,495
yellow,0.0,495
black,0.0,496
blue,0.9629629629629629,496
brown,0.005642361111111111,496
green,0.0,496
orange,0.0,496
purple,0.0,496
red,0.0,496
white,0.0,496
yellow,0.0,496
black,0.0,497
blue,0.9629629629629629,497
brown,0.005072820216049383,497
green,0.0,497
orange,0.0,497
purple,0.0,497
red,0.0,497
white,0.0,497
yellow,0.0,497
black,0.0,498
blue,0.9629629629629629,498
brown,0.005032793209876543,498
green,0.0,498
orange,0.0,498
purple,0.0,498
red,0.0,498
white,0.0,498
yellow,0.0,498
black,0.0,499
blue,0.9629629629629629,499
brown,0.004469521604938272,499
green,0.0,499
orange,0.0,499
purple,0.0,499
red,0.0,499
white,0.0,499
yellow,0.0,499
black,0.0,500
blue,0.9629629629629629,500
brown,0.004526427469135803,500
green,0.0,500
orange,0.0,500
purple,0.0,500
red,0.0,500
white,0.0,500
yellow,0.0,500
black,0.0,501
blue,0.9629629629629629,501
brown,0.004343171296296296,501
green,0.0,501
orange,0.0,501
purple,0.0,501
red,0.0,501
white,0.0,501
yellow,0.0,501
black,0.0,502
blue,0.9629629629629629,502
brown,0.004611304012345679,502
green,0.0,502
orange,0.0,502
purple,0.0,502
red,0.0,502
white,0.0,502
yellow,0.0,502
black,0.0,503
blue,0.9629629629629629,503
brown,0.0047699652777777775,503
green,0.0,503
orange,0.0,503
purple,0.0,503
red,0.0,503
white,0.0,503
yellow,0.0,503
black,0.0,504
blue,0.9629629629629629,504
brown,0.004988425925925926,504
green,0.0,504
orange,0.0,504
purple,0.0,504
red,0.0,504
white,0.0,504
yellow,0.0,504
black,0.0,505
blue,0.9629629629629629,505
brown,0.004389949845679013,505
green,0.0,505
orange,0.0,505
purple,0.0,505
red,0.0,505
white,0.0,505
yellow,0.0,505
black,0.0,506
blue,0.9629629629629629,506
brown,0.004345100308641975,506
green,0.0,506
orange,0.0,506
purple,0.0,506
red,0.0,506
white,0.0,506
yellow,0.0,506
black,0.0,507
blue,0.9629629629629629,507
brown,0.0037157600308641977,507
green,0.0,507
orange,0.0,507
purple,0.0,507
red,0.0,507
white,0.0,507
yellow,0.0,507
black,0.0,508
blue,0.9629629629629629,508
brown,0.003482349537037037,508
green,0.0,508
orange,0.0,508
purple,0.0,508
red,0.0,508
white,0.0,508
yellow,0.0,508
black,0.0,509
blue,0.9629629629629629,509
brown,0.0037490354938271605,509
green,0.0,509
orange,0.0,509
purple,0.0,509
red,0.0,509
white,0.0,509
yellow,0.0,509
black,0.0,510
blue,0.9629629629629629,510
brown,0.00427613811728395,510
green,0.0,510
orange,0.0,510
purple,0.0,510
red,0.0,510
white,0.0,510
yellow,0.0,510
black,0.0,511
blue,0.9629629629629629,511
brown,0.004802276234567901,511
green,0.0,511
orange,0.0,511
purple,0.0,511
red,0.0,511
white,0.0,511
yellow,0.0,511
black,0.0,512
blue,0.9629629629629629,512
brown,0.005742669753086419,512
green,0.0,512
orange,0.0,512
purple,0.0,512
red,0.0,512
white,0.0,512
yellow,0.0,512
black,0.0,513
blue,0.9629624807098766,513
brown,0.006198881172839506,513
green,0.0,513
orange,0.0,513
purple,0.0,513
red,0.0,513
white,0.0,513
yellow,0.0,513
black,0.0,514
blue,0.9629619984567901,514
brown,0.006216242283950618,514
green,0.0,514
orange,0.0,514
purple,0.0,514
red,0.0,514
white,0.0,514
yellow,0.0,514
black,0.0,515
blue,0.9629629629629629,515
brown,0.0051625192901234565,515
green,0.0,515
orange,0.0,515
purple,0.0,515
red,0.0,515
white,0.0,515
yellow,0.0,515
black,0.0,516
blue,0.9629629629629629,516
brown,0.005017361111111111,516
green,0.0,516
orange,0.0,516
purple,0.0,516
red,0.0,516
white,0.0,516
yellow,0.0,516
black,0.0,517
blue,0.9629629629629629,517
brown,0.004776234567901235,517
green,0.0,517
orange,0.0,517
purple,0.0,517
red,0.0,517
white,0.0,517
yellow,0.0,517
black,0.0,518
blue,0.9629629629629629,518
brown,0.00492283950617284,518
green,0.0,518
orange,0.0,518
purple,0.0,518
red,0.0,518
white,0.0,518
yellow,0.0,518
black,0.0,519
blue,0.9629629629629629,519
brown,0.004396701388888889,519
green,0.0,519
orange,0.0,519
purple,0.0,519
red,0.0,519
white,0.0,519
yellow,0.0,519
black,0.0,520
blue,0.9629629629629629,520
brown,0.004583815586419753,520
green,0.0,520
orange,0.0,520
purple,0.0,520
red,0.0,520
white,0.0,520
yellow,0.0,520
black,0.0,521
blue,0.9629629629629629,521
brown,0.004381269290123457,521
green,0.0,521
orange,0.0,521
purple,0.0,521
red,0.0,521
white,0.0,521
yellow,0.0,521
black,0.0,522
blue,0.9629629629629629,522
brown,0.004772858796296296,522
green,0.0,522
orange,0.0,522
purple,0.0,522
red,0.0,522
white,0.0,522
yellow,0.0,522
black,0.0,523
blue,0.9629629629629629,523
brown,0.004073591820987654,523
green,0.0,523
orange,0.0,523
purple,0.0,523
red,0.0,523
white,0.0,523
yellow,0.0,523
black,0.0,524
blue,0.9629629629629629,524
brown,0.004634934413580247,524
green,0.0,524
orange,0.0,524
purple,0.0,524
red,0.0,524
white,0.0,524
yellow,0.0,524
black,0.0,525
blue,0.9629629629629629,525
brown,0.004751157407407407,525
green,0.0,525
orange,0.0,525
purple,0.0,525
red,0.0,525
white,0.0,525
yellow,0.0,525
black,0.0,526
blue,0.9629624807098766,526
brown,0.005424382716049383,526
green,0.0,526
orange,0.0,526
purple,0.0,526
red,0.0,526
white,0.0,526
yellow,0.0,526
black,0.0,527
blue,0.9629615162037037,527
brown,0.005534818672839506,527
green,0.0,527
orange,0.0,527
purple,0.0,527
red,0.0,527
white,0.0,527
yellow,0.0,527
black,0.0,528
blue,0.962959587191358,528
brown,0.005770640432098765,528
green,0.0,528
orange,0.0,528
purple,0.0,528
red,0.0,528
white,0.0,528
yellow,0.0,528
black,0.0,529
blue,0.9629610339506173,529
brown,0.005588348765432099,529
green,0.0,529
orange,0.0,529
purple,0.0,529
red,0.0,529
white,0.0,529
yellow,0.0,529
black,0.0,530
blue,0.9629605516975308,530
brown,0.005611496913580247,530
green,0.0,530
orange,0.0,530
purple,0.0,530
red,0.0,530
white,0.0,530
yellow,0.0,530
black,0.0,531
blue,0.9629619984567901,531
brown,0.0052199074074074075,531
green,0.0,531
orange,0.0,531
purple,0.0,531
red,0.0,531
white,0.0,531
yellow,0.0,531
black,0.0,532
blue,0.9629619984567901,532
brown,0.005217013888888889,532
green,0.0,532
orange,0.0,532
purple,0.0,532
red,0.0,532
white,0.0,532
yellow,0.0,532
black,0.0,533
blue,0.9629629629629629,533
brown,0.005045814043209877,533
green,0.0,533
orange,0.0,533
purple,0.0,533
red,0.0,533
white,0.0,533
yellow,0.0,533
black,0.0,534
blue,0.9629619984567901,534
brown,0.0050906635802469135,534
green,0.0,534
orange,0.0,534
purple,0.0,534
red,0.0,534
white,0.0,534
yellow,0.0,534
black,0.0,535
blue,0.9629629629629629,535
brown,0.00498022762345679,535
green,0.0,535
orange,0.0,535
purple,0.0,535
red,0.0,535
white,0.0,535
yellow,0.0,535
black,0.0,536
blue,0.9629629629629629,536
brown,0.004928144290123457,536
green,0.0,536
orange,0.0,536
purple,0.0,536
red,0.0,536
white,0.0,536
yellow,0.0,536
black,0.0,537
blue,0.9629629629629629,537
brown,0.004930555555555555,537
green,0.0,537
orange,0.0,537
purple,0.0,537
red,0.0,537
white,0.0,537
yellow,0.0,537
black,0.0,538
blue,0.9629615162037037,538
brown,0.00507764274691358,538
green,0.0,538
orange,0.0,538
purple,0.0,538
red,0.0,538
white,0.0,538
yellow,0.0,538
black,0.0,539
blue,0.962959587191358,539
brown,0.005287422839506173,539
green,0.0,539
orange,0.0,539
purple,0.0,539
red,0.0,539
white,0.0,539
yellow,0.0,539
black,0.0,540
blue,0.9629610339506173,540
brown,0.005108024691358025,540
green,0.0,540
orange,0.0,540
purple,0.0,540
red,0.0,540
white,0.0,540
yellow,0.0,540
black,0.0,541
blue,0.9629624807098766,541
brown,0.004860628858024692,541
green,0.0,541
orange,0.0,541
purple,0.0,541
red,0.0,541
white,0.0,541
yellow,0.0,541
black,0.0,542
blue,0.9629624807098766,542
brown,0.004747781635802469,542
green,0.0,542
orange,0.0,542
purple,0.0,542
red,0.0,542
white,0.0,542
yellow,0.0,542
black,0.0,543
blue,0.9629629629629629,543
brown,0.004376929012345679,543
green,0.0,543
orange,0.0,543
purple,0.0,543
red,0.0,543
white,0.0,543
yellow,0.0,543
black,0.0,544
blue,0.9629619984567901,544
brown,0.0044005594135802465,544
green,0.0,544
orange,0.0,544
purple,0.0,544
red,0.0,544
white,0.0,544
yellow,0.0,544
black,0.0,545
blue,0.9629624807098766,545
brown,0.004545235339506173,545
green,0.0,545
orange,0.0,545
purple,0.0,545
red,0.0,545
white,0.0,545
yellow,0.0,545
black,0.0,546
blue,0.9629600694444445,546
brown,0.004830246913580247,546
green,0.0,546
orange,0.0,546
purple,0.0,546
red,0.0,546
white,0.0,546
yellow,0.0,546
black,0.0,547
blue,0.9629624807098766,547
brown,0.004700038580246913,547
green,0.0,547
orange,0.0,547
purple,0.0,547
red,0.0,547
white,0.0,547
yellow,0.0,547
black,0.0,548
blue,0.9629624807098766,548
brown,0.004887635030864198,548
green,0.0,548
orange,0.0,548
purple,0.0,548
red,0.0,548
white,0.0,548
yellow,0.0,548
black,0.0,549
blue,0.9629624807098766,549
brown,0.004923804012345679,549
green,0.0,549
orange,0.0,549
purple,0.0,549
red,0.0,549
white,0.0,549
yellow,0.0,549
black,0.0,550
blue,0.9629624807098766,550
brown,0.00513551311728395,550
green,0.0,550
orange,0.0,550
purple,0.0,550
red,0.0,550
white,0.0,550
yellow,0.0,550
black,0.0,551
blue,0.9629629629629629,551
brown,0.004879436728395061,551
green,0.0,551
orange,0.0,551
purple,0.0,551
red,0.0,551
white,0.0,551
yellow,0.0,551
black,0.0,552
blue,0.9629629629629629,552
brown,0.004827835648148148,552
green,0.0,552
orange,0.0,552
purple,0.0,552
red,0.0,552
white,0.0,552
yellow,0.0,552
black,0.0,553
blue,0.9629624807098766,553
brown,0.00459104938271605,553
green,0.0,553
orange,0.0,553
purple,0.0,553
red,0.0,553
white,0.0,553
yellow,0.0,553
black,0.0,554
blue,0.9629624807098766,554
brown,0.005029417438271605,554
green,0.0,554
orange,0.0,554
purple,0.0,554
red,0.0,554
white,0.0,554
yellow,0.0,554
black,0.0,555
blue,0.9629615162037037,555
brown,0.005094521604938272,555
green,0.0,555
orange,0.0,555
purple,0.0,555
red,0.0,555
white,0.0,555
yellow,0.0,555
black,0.0,556
blue,0.9629576581790124,556
brown,0.005164448302469136,556
green,0.0,556
orange,0.0,556
purple,0.0,556
red,0.0,556
white,0.0,556
yellow,0.0,556
black,0.0,557
blue,0.9629619984567901,557
brown,0.005065586419753087,557
green,0.0,557
orange,0.0,557
purple,0.0,557
red,0.0,557
white,0.0,557
yellow,0.0,557
black,0.0,558
blue,0.9629629629629629,558
brown,0.004943576388888889,558
green,0.0,558
orange,0.0,558
purple,0.0,558
red,0.0,558
white,0.0,558
yellow,0.0,558
black,0.0,559
blue,0.9629619984567901,559
brown,0.00472608024691358,559
green,0.0,559
orange,0.0,559
purple,0.0,559
red,0.0,559
white,0.0,559
yellow,0.0,559
black,0.0,560
blue,0.9629629629629629,560
brown,0.004901138117283951,560
green,0.0,560
orange,0.0,560
purple,0.0,560
red,0.0,560
white,0.0,560
yellow,0.0,560
black,0.0,561
blue,0.9629629629629629,561
brown,0.004758391203703704,561
green,0.0,561
orange,0.0,561
purple,0.0,561
red,0.0,561
white,0.0,561
yellow,0.0,561
black,0.0,562
blue,0.9629629629629629,562
brown,0.004660011574074074,562
green,0.0,562
orange,0.0,562
purple,0.0,562
red,0.0,562
white,0.0,562
yellow,0.0,562
black,0.0,563
blue,0.9629629629629629,563
brown,0.00459104938271605,563
green,0.0,563
orange,0.0,563
purple,0.0,563
red,0.0,563
white,0.0,563
yellow,0.0,563
black,0.0,564
blue,0.9629629629629629,564
brown,0.0048832947530864194,564
green,0.0,564
orange,0.0,564
purple,0.0,564
red,0.0,564
white,0.0,564
yellow,0.0,564
black,0.0,565
blue,0.9629629629629629,565
brown,0.005717592592592593,565
green,0.0,565
orange,0.0,565
purple,0.0,565
red,0.0,565
white,0.0,565
yellow,0.0,565
black,0.0,566
blue,0.9629629629629629,566
brown,0.006208526234567901,566
green,0.0,566
orange,0.0,566
purple,0.0,566
red,0.0,566
white,0.0,566
yellow,0.0,566
black,0.0,567
blue,0.9629629629629629,567
brown,0.006243730709876543,567
green,0.0,567
orange,0.0,567
purple,0.0,567
red,0.0,567
white,0.0,567
yellow,0.0,567
black,0.0,568
blue,0.9629629629629629,568
brown,0.0061964699074074075,568
green,0.0,568
orange,0.0,568
purple,0.0,568
red,0.0,568
white,0.0,568
yellow,0.0,568
black,0.0,569
blue,0.9629629629629629,569
brown,0.006102912808641976,569
green,0.0,569
orange,0.0,569
purple,0.0,569
red,0.0,569
white,0.0,569
yellow,0.0,569
black,0.0,570
blue,0.9629629629629629,570
brown,0.006080729166666667,570
green,0.0,570
orange,0.0,570
purple,0.0,570
red,0.0,570
white,0.0,570
yellow,0.0,570
black,0.0,571
blue,0.9629629629629629,571
brown,0.005847318672839506,571
green,0.0,571
orange,0.0,571
purple,0.0,571
red,0.0,571
white,0.0,571
yellow,0.0,571
black,0.0,572
blue,0.9629629629629629,572
brown,0.005989583333333334,572
green,0.0,572
orange,0.0,572
purple,0.0,572
red,0.0,572
white,0.0,572
yellow,0.0,572
black,0.0,573
blue,0.9629629629629629,573
brown,0.006041184413580247,573
green,0.0,573
orange,0.0,573
purple,0.0,573
red,0.0,573
white,0.0,573
yellow,0.0,573
black,0.0,574
blue,0.9629629629629629,574
brown,0.006376832561728395,574
green,0.0,574
orange,0.0,574
purple,0.0,574
red,0.0,574
white,0.0,574
yellow,0.0,574
black,0.0,575
blue,0.9629629629629629,575
brown,0.006724054783950617,575
green,0.0,575
orange,0.0,575
purple,0.0,575
red,0.0,575
white,0.0,575
yellow,0.0,575
black,0.0,576
blue,0.9629629629629629,576
brown,0.006974826388888889,576
green,0.0,576
orange,0.0,576
purple,0.0,576
red,0.0,576
white,0.0,576
yellow,0.0,576
black,0.0,577
blue,0.9629629629629629,577
brown,0.006747202932098765,577
green,0.0,577
orange,0.0,577
purple,0.0,577
red,0.0,577
white,0.0,577
yellow,0.0,577
black,0.0,578
blue,0.9629629629629629,578
brown,0.0067230902777777775,578
green,0.0,578
orange,0.0,578
purple,0.0,578
red,0.0,578
white,0.0,578
yellow,0.0,578
black,0.0,579
blue,0.9629629629629629,579
brown,0.006318479938271605,579
green,0.0,579
orange,0.0,579
purple,0.0,579
red,0.0,579
white,0.0,579
yellow,0.0,579
black,0.0,580
blue,0.9629629629629629,580
brown,0.006273630401234568,580
green,0.0,580
orange,0.0,580
purple,0.0,580
red,0.0,580
white,0.0,580
yellow,0.0,580
black,0.0,581
blue,0.9629629629629629,581
brown,0.006633873456790123,581
green,0.0,581
orange,0.0,581
purple,0.0,581
red,0.0,581
white,0.0,581
yellow,0.0,581
black,0.0,582
blue,0.9629629629629629,582
brown,0.006885127314814814,582
green,0.0,582
orange,0.0,582
purple,0.0,582
red,0.0,582
white,0.0,582
yellow,0.0,582
black,0.0,583
blue,0.9629629629629629,583
brown,0.006888020833333334,583
green,0.0,583
orange,0.0,583
purple,0.0,583
red,0.0,583
white,0.0,583
yellow,0.0,583
black,0.0,584
blue,0.9629629629629629,584
brown,0.007162905092592592,584
green,0.0,584
orange,0.0,584
purple,0.0,584
red,0.0,584
white,0.0,584
yellow,0.0,584
black,0.0,585
blue,0.9629629629629629,585
brown,0.00728587962962963,585
green,0.0,585
orange,0.0,585
purple,0.0,585
red,0.0,585
white,0.0,585
yellow,0.0,585
black,0.0,586
blue,0.9629619984567901,586
brown,0.007501929012345679,586
green,0.0,586
orange,0.0,586
purple,0.0,586
red,0.0,586
white,0.0,586
yellow,0.0,586
black,0.0,587
blue,0.9629624807098766,587
brown,0.007253086419753086,587
green,0.0,587
